population,population_batch,group_size,sigma,es_lr,epochs,returncode,elapsed_s,last_test_acc,time_to_90_s,stdout,stderr
512,256,128,0.2,0.5,10,0,16.897481135001726,0.1632,inf,"epoch=7 train_loss=1.9334 train_acc=0.2500 test_loss=2.3555 test_acc=0.1639
epoch=8 train_loss=2.0370 train_acc=0.2500 test_loss=2.3658 test_acc=0.1521
epoch=9 train_loss=2.8504 train_acc=0.0000 test_loss=2.3570 test_acc=0.1626
epoch=10 train_loss=3.2790 train_acc=0.0000 test_loss=2.3473 test_acc=0.1632
time_to_90pct=not_reached elapsed=7.75s",
512,256,128,0.2,1.0,10,0,16.38452927199978,0.2052,inf,"epoch=7 train_loss=1.3504 train_acc=0.5000 test_loss=2.7820 test_acc=0.1906
epoch=8 train_loss=1.7547 train_acc=0.2500 test_loss=2.8169 test_acc=0.1829
epoch=9 train_loss=3.8615 train_acc=0.0000 test_loss=2.7554 test_acc=0.2025
epoch=10 train_loss=5.3154 train_acc=0.0000 test_loss=2.7081 test_acc=0.2052
time_to_90pct=not_reached elapsed=7.87s",
512,256,128,0.2,2.0,10,0,16.46871882800042,0.2168,inf,"epoch=7 train_loss=0.4557 train_acc=0.7500 test_loss=6.3884 test_acc=0.2041
epoch=8 train_loss=2.6192 train_acc=0.2500 test_loss=6.0197 test_acc=0.2112
epoch=9 train_loss=8.9221 train_acc=0.0000 test_loss=5.8829 test_acc=0.2157
epoch=10 train_loss=12.0180 train_acc=0.0000 test_loss=5.7351 test_acc=0.2168
time_to_90pct=not_reached elapsed=8.01s",
512,512,128,0.05,0.5,10,0,15.94243954200283,0.1802,inf,"epoch=7 train_loss=1.4969 train_acc=0.7500 test_loss=2.2806 test_acc=0.1719
epoch=8 train_loss=2.1213 train_acc=0.2500 test_loss=2.2754 test_acc=0.1758
epoch=9 train_loss=2.8124 train_acc=0.0000 test_loss=2.2655 test_acc=0.1785
epoch=10 train_loss=2.5266 train_acc=0.2500 test_loss=2.2633 test_acc=0.1802
time_to_90pct=not_reached elapsed=7.61s",
512,512,128,0.05,1.0,10,0,15.913930120997975,0.2014,inf,"epoch=7 train_loss=0.8483 train_acc=0.7500 test_loss=2.7327 test_acc=0.2027
epoch=8 train_loss=2.4633 train_acc=0.2500 test_loss=2.7110 test_acc=0.1995
epoch=9 train_loss=4.4222 train_acc=0.0000 test_loss=2.6826 test_acc=0.2000
epoch=10 train_loss=3.9257 train_acc=0.2500 test_loss=2.6781 test_acc=0.2014
time_to_90pct=not_reached elapsed=7.57s",
512,512,128,0.05,2.0,10,0,16.711726871999417,0.1973,inf,"epoch=7 train_loss=0.5654 train_acc=0.7500 test_loss=5.1907 test_acc=0.2029
epoch=8 train_loss=1.4966 train_acc=0.5000 test_loss=4.8932 test_acc=0.1964
epoch=9 train_loss=10.7518 train_acc=0.0000 test_loss=4.8203 test_acc=0.1975
epoch=10 train_loss=8.2953 train_acc=0.2500 test_loss=4.8119 test_acc=0.1973
time_to_90pct=not_reached elapsed=7.52s",
512,512,128,0.1,0.5,10,0,15.804969784003333,0.1434,inf,"epoch=7 train_loss=1.8002 train_acc=0.5000 test_loss=2.3765 test_acc=0.1208
epoch=8 train_loss=2.4719 train_acc=0.2500 test_loss=2.3606 test_acc=0.1352
epoch=9 train_loss=2.5537 train_acc=0.0000 test_loss=2.3375 test_acc=0.1421
epoch=10 train_loss=2.5050 train_acc=0.0000 test_loss=2.3308 test_acc=0.1434
time_to_90pct=not_reached elapsed=7.53s",
512,512,128,0.1,1.0,10,0,15.895316596997873,0.1784,inf,"epoch=7 train_loss=1.2764 train_acc=0.7500 test_loss=2.8522 test_acc=0.1528
epoch=8 train_loss=2.8234 train_acc=0.2500 test_loss=2.8036 test_acc=0.1634
epoch=9 train_loss=2.4657 train_acc=0.2500 test_loss=2.7267 test_acc=0.1737
epoch=10 train_loss=3.1582 train_acc=0.2500 test_loss=2.7115 test_acc=0.1784
time_to_90pct=not_reached elapsed=7.67s",
512,512,128,0.1,2.0,10,0,15.829189394000423,0.2129,inf,"epoch=7 train_loss=3.7623 train_acc=0.5000 test_loss=5.9078 test_acc=0.2123
epoch=8 train_loss=2.4163 train_acc=0.5000 test_loss=5.3116 test_acc=0.2075
epoch=9 train_loss=3.9872 train_acc=0.2500 test_loss=5.1775 test_acc=0.2099
epoch=10 train_loss=7.0678 train_acc=0.2500 test_loss=5.1433 test_acc=0.2129
time_to_90pct=not_reached elapsed=7.53s",
512,512,128,0.2,0.5,10,0,16.052344319999975,0.1215,inf,"epoch=7 train_loss=2.0430 train_acc=0.5000 test_loss=2.4240 test_acc=0.1008
epoch=8 train_loss=2.3807 train_acc=0.2500 test_loss=2.4019 test_acc=0.1144
epoch=9 train_loss=2.6368 train_acc=0.0000 test_loss=2.3840 test_acc=0.1220
epoch=10 train_loss=2.7276 train_acc=0.0000 test_loss=2.3727 test_acc=0.1215
time_to_90pct=not_reached elapsed=7.67s",
512,512,128,0.2,1.0,10,0,17.023375871998724,0.1715,inf,"epoch=7 train_loss=2.0202 train_acc=0.5000 test_loss=3.0182 test_acc=0.1401
epoch=8 train_loss=2.7530 train_acc=0.2500 test_loss=2.9077 test_acc=0.1541
epoch=9 train_loss=2.7555 train_acc=0.2500 test_loss=2.8221 test_acc=0.1690
epoch=10 train_loss=3.2550 train_acc=0.0000 test_loss=2.7770 test_acc=0.1715
time_to_90pct=not_reached elapsed=7.87s",
512,512,128,0.2,2.0,10,0,16.29611296299845,0.182,inf,"epoch=7 train_loss=2.9655 train_acc=0.5000 test_loss=7.0359 test_acc=0.1519
epoch=8 train_loss=5.7746 train_acc=0.2500 test_loss=6.4943 test_acc=0.1663
epoch=9 train_loss=3.1633 train_acc=0.5000 test_loss=6.1392 test_acc=0.1745
epoch=10 train_loss=6.9328 train_acc=0.0000 test_loss=6.0011 test_acc=0.1820
time_to_90pct=not_reached elapsed=7.51s",
1024,256,32,0.05,0.5,10,0,16.237154020000162,0.2221,inf,"epoch=7 train_loss=2.1347 train_acc=0.2188 test_loss=2.2018 test_acc=0.2085
epoch=8 train_loss=2.2505 train_acc=0.1562 test_loss=2.1898 test_acc=0.2206
epoch=9 train_loss=2.2187 train_acc=0.2188 test_loss=2.1844 test_acc=0.2196
epoch=10 train_loss=1.9952 train_acc=0.4062 test_loss=2.1816 test_acc=0.2221
time_to_90pct=not_reached elapsed=7.92s",
